;product;origen;YEAR;MONTH;price_mean;Volumen;temperatura;Precipitacion_group;Min siem-recol;Max siem-recol;Temperatura min req;Temperatura max req;Temperatura min opt;Temperatura max opt;Dias entre riego zona seca;Dias entre riego zona húmeda;distancia_mes_inicio_siem;distancia_mes_fin_siem
3885;CEBOLLA;Extremadura;2019;9;0.9549999999999998;6000.0;22.6;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3886;CEBOLLA;Extremadura;2019;9;0.9549999999999998;6000.0;22.6;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3887;CEBOLLA;Extremadura;2019;9;0.9549999999999998;6000.0;22.6;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
3888;CEBOLLA;Extremadura;2019;10;0.4;868.0;17.67;0.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3889;CEBOLLA;Extremadura;2019;10;0.4;868.0;17.67;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3890;CEBOLLA;Extremadura;2019;10;0.4;868.0;17.67;0.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
3891;CEBOLLA;Extremadura;2019;12;1.2449999999999999;14759.0;10.5;1.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
3892;CEBOLLA;Extremadura;2019;12;1.2449999999999999;14759.0;10.5;1.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3893;CEBOLLA;Extremadura;2019;12;1.2449999999999999;14759.0;10.5;1.0;2;6;4.0;35.0;14.0;32.0;2;4;9.0;7.0
3894;CEBOLLA;Extremadura;2020;1;0.9990000000000002;13120.0;8.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3895;CEBOLLA;Extremadura;2020;1;0.9990000000000002;13120.0;8.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
3896;CEBOLLA;Extremadura;2020;1;0.9990000000000002;13120.0;8.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3897;CEBOLLA;Extremadura;2020;5;0.752;10000.0;19.76;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3898;CEBOLLA;Extremadura;2020;5;0.752;10000.0;19.76;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
3899;CEBOLLA;Extremadura;2020;5;0.752;10000.0;19.76;0.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3900;CEBOLLA;Extremadura;2020;6;0.6599999999999999;7060.0;21.58;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3901;CEBOLLA;Extremadura;2020;6;0.6599999999999999;7060.0;21.58;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
3902;CEBOLLA;Extremadura;2020;6;0.6599999999999999;7060.0;21.58;0.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
3903;CEBOLLA;Extremadura;2020;7;0.82;4941.0;28.46;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3904;CEBOLLA;Extremadura;2020;7;0.82;4941.0;28.46;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
3905;CEBOLLA;Extremadura;2020;7;0.82;4941.0;28.46;0.0;2;6;4.0;35.0;14.0;32.0;2;4;4.0;2.0
3906;CEBOLLA;Extremadura;2020;8;0.7940000000000002;100.0;25.51;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3907;CEBOLLA;Extremadura;2020;8;0.7940000000000002;100.0;25.51;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3908;CEBOLLA;Extremadura;2020;8;0.7940000000000002;100.0;25.51;0.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
3909;CEBOLLA;Extremadura;2020;9;1.122;13420.0;22.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3910;CEBOLLA;Extremadura;2020;9;1.122;13420.0;22.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3911;CEBOLLA;Extremadura;2020;9;1.122;13420.0;22.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
3912;CEBOLLA;Extremadura;2020;11;1.0441666666666667;32800.0;13.33;1.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3913;CEBOLLA;Extremadura;2020;11;1.0441666666666667;32800.0;13.33;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3914;CEBOLLA;Extremadura;2020;11;1.0441666666666667;32800.0;13.33;1.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
3915;CEBOLLA;Galicia;2018;2;0.9;6000.0;6.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
3916;CEBOLLA;Galicia;2018;2;0.9;6000.0;6.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-10.0;-12.0
3917;CEBOLLA;Galicia;2018;2;0.9;6000.0;6.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3918;CEBOLLA;Galicia;2018;3;1.0766666666666669;23421.0;7.97;2.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
3919;CEBOLLA;Galicia;2018;3;1.0766666666666669;23421.0;7.97;2.0;2;6;4.0;35.0;14.0;32.0;2;4;-9.0;-11.0
3920;CEBOLLA;Galicia;2018;3;1.0766666666666669;23421.0;7.97;2.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3921;CEBOLLA;Galicia;2018;4;1.1366666666666665;3700.0;11.93;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
3922;CEBOLLA;Galicia;2018;4;1.1366666666666665;3700.0;11.93;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3923;CEBOLLA;Galicia;2018;4;1.1366666666666665;3700.0;11.93;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3924;CEBOLLA;Galicia;2018;7;0.52;1100.0;19.72;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3925;CEBOLLA;Galicia;2018;7;0.52;1100.0;19.72;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
3926;CEBOLLA;Galicia;2018;7;0.52;1100.0;19.72;0.0;2;6;4.0;35.0;14.0;32.0;2;4;4.0;2.0
3927;CEBOLLA;Galicia;2018;8;0.35;492.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3928;CEBOLLA;Galicia;2018;8;0.35;492.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3929;CEBOLLA;Galicia;2018;8;0.35;492.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
3930;CEBOLLA;Galicia;2018;9;0.9566666666666667;17375.0;20.32;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3931;CEBOLLA;Galicia;2018;9;0.9566666666666667;17375.0;20.32;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3932;CEBOLLA;Galicia;2018;9;0.9566666666666667;17375.0;20.32;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
3933;CEBOLLA;Galicia;2018;10;0.5;224.0;14.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3934;CEBOLLA;Galicia;2018;10;0.5;224.0;14.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3935;CEBOLLA;Galicia;2018;10;0.5;224.0;14.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
3936;CEBOLLA;Galicia;2018;11;0.37;48.0;10.37;2.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3937;CEBOLLA;Galicia;2018;11;0.37;48.0;10.37;2.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3938;CEBOLLA;Galicia;2018;11;0.37;48.0;10.37;2.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
3939;CEBOLLA;Galicia;2018;12;1.1024999999999998;11032.0;10.17;1.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
3940;CEBOLLA;Galicia;2018;12;1.1024999999999998;11032.0;10.17;1.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3941;CEBOLLA;Galicia;2018;12;1.1024999999999998;11032.0;10.17;1.0;2;6;4.0;35.0;14.0;32.0;2;4;9.0;7.0
3942;CEBOLLA;Galicia;2019;1;1.3216666666666665;5000.0;7.24;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3943;CEBOLLA;Galicia;2019;1;1.3216666666666665;5000.0;7.24;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
3944;CEBOLLA;Galicia;2019;1;1.3216666666666665;5000.0;7.24;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3945;CEBOLLA;Galicia;2019;6;0.9986666665999999;21158.0;15.61;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3946;CEBOLLA;Galicia;2019;6;0.9986666665999999;21158.0;15.61;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
3947;CEBOLLA;Galicia;2019;6;0.9986666665999999;21158.0;15.61;1.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
3948;CEBOLLA;Galicia;2019;7;0.9225;10800.0;20.04;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3949;CEBOLLA;Galicia;2019;7;0.9225;10800.0;20.04;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
3950;CEBOLLA;Galicia;2019;7;0.9225;10800.0;20.04;0.0;2;6;4.0;35.0;14.0;32.0;2;4;4.0;2.0
3951;CEBOLLA;Galicia;2019;8;0.8250000000000001;1091.0;19.78;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3952;CEBOLLA;Galicia;2019;8;0.8250000000000001;1091.0;19.78;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3953;CEBOLLA;Galicia;2019;8;0.8250000000000001;1091.0;19.78;0.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
3954;CEBOLLA;Galicia;2019;9;0.385;181.0;18.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3955;CEBOLLA;Galicia;2019;9;0.385;181.0;18.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3956;CEBOLLA;Galicia;2019;9;0.385;181.0;18.35;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
3957;CEBOLLA;Galicia;2019;10;0.8710000000000001;11479.0;14.5;2.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3958;CEBOLLA;Galicia;2019;10;0.8710000000000001;11479.0;14.5;2.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3959;CEBOLLA;Galicia;2019;10;0.8710000000000001;11479.0;14.5;2.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
3960;CEBOLLA;Galicia;2019;11;0.8089999999999999;30058.0;10.07;2.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3961;CEBOLLA;Galicia;2019;11;0.8089999999999999;30058.0;10.07;2.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3962;CEBOLLA;Galicia;2019;11;0.8089999999999999;30058.0;10.07;2.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
3963;CEBOLLA;Galicia;2019;12;1.1642857142857144;3252.0;9.02;2.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
3964;CEBOLLA;Galicia;2019;12;1.1642857142857144;3252.0;9.02;2.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3965;CEBOLLA;Galicia;2019;12;1.1642857142857144;3252.0;9.02;2.0;2;6;4.0;35.0;14.0;32.0;2;4;9.0;7.0
3966;CEBOLLA;Galicia;2020;1;1.002;4600.0;8.43;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3967;CEBOLLA;Galicia;2020;1;1.002;4600.0;8.43;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
3968;CEBOLLA;Galicia;2020;1;1.002;4600.0;8.43;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3969;CEBOLLA;Galicia;2020;2;0.9883333333333333;2020.0;11.15;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
3970;CEBOLLA;Galicia;2020;2;0.9883333333333333;2020.0;11.15;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-10.0;-12.0
3971;CEBOLLA;Galicia;2020;2;0.9883333333333333;2020.0;11.15;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3972;CEBOLLA;Galicia;2020;8;0.45;268.0;19.75;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3973;CEBOLLA;Galicia;2020;8;0.45;268.0;19.75;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3974;CEBOLLA;Galicia;2020;8;0.45;268.0;19.75;1.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
3975;CEBOLLA;Galicia;2020;9;0.4;301.0;18.68;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3976;CEBOLLA;Galicia;2020;9;0.4;301.0;18.68;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
3977;CEBOLLA;Galicia;2020;9;0.4;301.0;18.68;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
3978;CEBOLLA;Galicia;2020;10;0.35;48.0;13.39;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3979;CEBOLLA;Galicia;2020;10;0.35;48.0;13.39;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3980;CEBOLLA;Galicia;2020;10;0.35;48.0;13.39;1.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
3981;CEBOLLA;Galicia;2020;11;1.0991666666666666;6283.0;12.1;1.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3982;CEBOLLA;Galicia;2020;11;1.0991666666666666;6283.0;12.1;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3983;CEBOLLA;Galicia;2020;11;1.0991666666666666;6283.0;12.1;1.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
3984;CEBOLLA;La Rioja;2018;1;0.9580000000000002;8000.0;5.78;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3985;CEBOLLA;La Rioja;2018;1;0.9580000000000002;8000.0;5.78;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
3986;CEBOLLA;La Rioja;2018;1;0.9580000000000002;8000.0;5.78;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
3987;CEBOLLA;La Rioja;2018;2;0.9;24000.0;3.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
3988;CEBOLLA;La Rioja;2018;2;0.9;24000.0;3.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-10.0;-12.0
3989;CEBOLLA;La Rioja;2018;2;0.9;24000.0;3.56;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
3990;CEBOLLA;La Rioja;2018;3;1.0766666666666669;15750.0;7.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
3991;CEBOLLA;La Rioja;2018;3;1.0766666666666669;15750.0;7.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-9.0;-11.0
3992;CEBOLLA;La Rioja;2018;3;1.0766666666666669;15750.0;7.19;1.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
3993;CEBOLLA;La Rioja;2018;4;1.1685416666666668;53379.0;11.69;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
3994;CEBOLLA;La Rioja;2018;4;1.1685416666666668;53379.0;11.69;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
3995;CEBOLLA;La Rioja;2018;4;1.1685416666666668;53379.0;11.69;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
3996;CEBOLLA;La Rioja;2018;5;1.0590000000000002;26360.0;13.38;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
3997;CEBOLLA;La Rioja;2018;5;1.0590000000000002;26360.0;13.38;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
3998;CEBOLLA;La Rioja;2018;5;1.0590000000000002;26360.0;13.38;1.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
3999;CEBOLLA;La Rioja;2018;6;1.0626666668000002;21700.0;17.99;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
4000;CEBOLLA;La Rioja;2018;6;1.0626666668000002;21700.0;17.99;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
4001;CEBOLLA;La Rioja;2018;6;1.0626666668000002;21700.0;17.99;0.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
4002;CEBOLLA;La Rioja;2018;7;1.044;16890.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4003;CEBOLLA;La Rioja;2018;7;1.044;16890.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
4004;CEBOLLA;La Rioja;2018;7;1.044;16890.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;4.0;2.0
4005;CEBOLLA;La Rioja;2018;8;0.8873611111666668;33500.0;21.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4006;CEBOLLA;La Rioja;2018;8;0.8873611111666668;33500.0;21.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
4007;CEBOLLA;La Rioja;2018;8;0.8873611111666668;33500.0;21.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
4008;CEBOLLA;La Rioja;2018;9;1.0370000000000001;16300.0;19.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4009;CEBOLLA;La Rioja;2018;9;1.0370000000000001;16300.0;19.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
4010;CEBOLLA;La Rioja;2018;9;1.0370000000000001;16300.0;19.42;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
4011;CEBOLLA;La Rioja;2018;10;1.0779999999999998;18500.0;12.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
4012;CEBOLLA;La Rioja;2018;10;1.0779999999999998;18500.0;12.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4013;CEBOLLA;La Rioja;2018;10;1.0779999999999998;18500.0;12.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
4014;CEBOLLA;La Rioja;2018;11;1.4044444443333333;51800.0;8.47;1.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
4015;CEBOLLA;La Rioja;2018;11;1.4044444443333333;51800.0;8.47;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4016;CEBOLLA;La Rioja;2018;11;1.4044444443333333;51800.0;8.47;1.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
4017;CEBOLLA;La Rioja;2018;12;1.39875;23280.0;7.05;0.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
4018;CEBOLLA;La Rioja;2018;12;1.39875;23280.0;7.05;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4019;CEBOLLA;La Rioja;2018;12;1.39875;23280.0;7.05;0.0;2;6;4.0;35.0;14.0;32.0;2;4;9.0;7.0
4020;CEBOLLA;La Rioja;2019;1;1.328611111;42849.0;4.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
4021;CEBOLLA;La Rioja;2019;1;1.328611111;42849.0;4.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
4022;CEBOLLA;La Rioja;2019;1;1.328611111;42849.0;4.63;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4023;CEBOLLA;La Rioja;2019;2;1.2495833333333335;63600.0;7.06;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
4024;CEBOLLA;La Rioja;2019;2;1.2495833333333335;63600.0;7.06;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-10.0;-12.0
4025;CEBOLLA;La Rioja;2019;2;1.2495833333333335;63600.0;7.06;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4026;CEBOLLA;La Rioja;2019;3;1.3074999998333334;58520.0;8.91;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
4027;CEBOLLA;La Rioja;2019;3;1.3074999998333334;58520.0;8.91;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-9.0;-11.0
4028;CEBOLLA;La Rioja;2019;3;1.3074999998333334;58520.0;8.91;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4029;CEBOLLA;La Rioja;2019;4;1.3;36180.0;10.3;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
4030;CEBOLLA;La Rioja;2019;4;1.3;36180.0;10.3;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
4031;CEBOLLA;La Rioja;2019;4;1.3;36180.0;10.3;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
4032;CEBOLLA;La Rioja;2019;5;1.2125000000000001;20500.0;12.96;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
4033;CEBOLLA;La Rioja;2019;5;1.2125000000000001;20500.0;12.96;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
4034;CEBOLLA;La Rioja;2019;5;1.2125000000000001;20500.0;12.96;0.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
4035;CEBOLLA;La Rioja;2019;6;1.002;29442.0;19.55;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
4036;CEBOLLA;La Rioja;2019;6;1.002;29442.0;19.55;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
4037;CEBOLLA;La Rioja;2019;6;1.002;29442.0;19.55;0.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
4038;CEBOLLA;La Rioja;2019;8;0.9102857144;40037.0;21.48;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4039;CEBOLLA;La Rioja;2019;8;0.9102857144;40037.0;21.48;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-4.0;-6.0
4040;CEBOLLA;La Rioja;2019;8;0.9102857144;40037.0;21.48;0.0;2;6;4.0;35.0;14.0;32.0;2;4;5.0;3.0
4041;CEBOLLA;La Rioja;2019;9;0.8856666668;29500.0;17.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4042;CEBOLLA;La Rioja;2019;9;0.8856666668;29500.0;17.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-3.0;-5.0
4043;CEBOLLA;La Rioja;2019;9;0.8856666668;29500.0;17.47;0.0;2;6;4.0;35.0;14.0;32.0;2;4;6.0;4.0
4044;CEBOLLA;La Rioja;2019;10;0.8702499999999999;62258.0;14.53;0.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
4045;CEBOLLA;La Rioja;2019;10;0.8702499999999999;62258.0;14.53;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4046;CEBOLLA;La Rioja;2019;10;0.8702499999999999;62258.0;14.53;0.0;2;6;4.0;35.0;14.0;32.0;2;4;7.0;5.0
4047;CEBOLLA;La Rioja;2019;11;0.8088;68642.0;7.7;1.0;2;6;4.0;35.0;14.0;32.0;2;4;2.0;0.0
4048;CEBOLLA;La Rioja;2019;11;0.8088;68642.0;7.7;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4049;CEBOLLA;La Rioja;2019;11;0.8088;68642.0;7.7;1.0;2;6;4.0;35.0;14.0;32.0;2;4;8.0;6.0
4050;CEBOLLA;La Rioja;2019;12;1.1997474748333332;81179.0;7.09;0.0;2;6;4.0;35.0;14.0;32.0;2;4;3.0;1.0
4051;CEBOLLA;La Rioja;2019;12;1.1997474748333332;81179.0;7.09;0.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4052;CEBOLLA;La Rioja;2019;12;1.1997474748333332;81179.0;7.09;0.0;2;6;4.0;35.0;14.0;32.0;2;4;9.0;7.0
4053;CEBOLLA;La Rioja;2020;1;1.1169444443333332;50320.0;4.97;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
4054;CEBOLLA;La Rioja;2020;1;1.1169444443333332;50320.0;4.97;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-11.0;-13.0
4055;CEBOLLA;La Rioja;2020;1;1.1169444443333332;50320.0;4.97;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4056;CEBOLLA;La Rioja;2020;2;1.004047619;49719.0;8.83;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-7.0;-9.0
4057;CEBOLLA;La Rioja;2020;2;1.004047619;49719.0;8.83;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-10.0;-12.0
4058;CEBOLLA;La Rioja;2020;2;1.004047619;49719.0;8.83;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
4059;CEBOLLA;La Rioja;2020;3;0.9824999999999998;14387.0;8.79;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-6.0;-8.0
4060;CEBOLLA;La Rioja;2020;3;0.9824999999999998;14387.0;8.79;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-9.0;-11.0
4061;CEBOLLA;La Rioja;2020;3;0.9824999999999998;14387.0;8.79;1.0;2;6;4.0;35.0;14.0;32.0;2;4;0.0;-2.0
4062;CEBOLLA;La Rioja;2020;4;0.9294444443333333;13300.0;11.99;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
4063;CEBOLLA;La Rioja;2020;4;0.9294444443333333;13300.0;11.99;1.0;2;6;4.0;35.0;14.0;32.0;2;4;-8.0;-10.0
4064;CEBOLLA;La Rioja;2020;4;0.9294444443333333;13300.0;11.99;1.0;2;6;4.0;35.0;14.0;32.0;2;4;1.0;-1.0
4065;CEBOLLA;La Rioja;2020;7;0.8069999999999998;17300.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-2.0;-4.0
4066;CEBOLLA;La Rioja;2020;7;0.8069999999999998;17300.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-5.0;-7.0
4067;CEBOLLA;La Rioja;2020;7;0.8069999999999998;17300.0;21.29;0.0;2;6;4.0;35.0;14.0;32.0;2;4;4.0;2.0
4068;CEBOLLA;La Rioja;2020;8;0.8614999999999998;51061.0;21.06;0.0;2;6;4.0;35.0;14.0;32.0;2;4;-1.0;-3.0
